run_name,method,seed,target_sparsity,name,zeros,nonzeros,numel,sparsity
dense-lr3e-4-seed0,dense,0,0.5,blocks.4.attn.k_proj.weight,51784,95672,147456,0.3511827256944444
dense-lr3e-4-seed0,dense,0,0.5,blocks.4.attn.o_proj.weight,124844,22612,147456,0.8466525607638888
dense-lr3e-4-seed0,dense,0,0.5,blocks.4.attn.q_proj.weight,50679,96777,147456,0.34368896484375
dense-lr3e-4-seed0,dense,0,0.5,blocks.4.attn.v_proj.weight,56397,91059,147456,0.3824666341145833
dense-lr3e-4-seed0,dense,0,0.5,blocks.4.mlp.down_proj.weight,303608,89608,393216,0.7721150716145834
dense-lr3e-4-seed0,dense,0,0.5,blocks.4.mlp.gate_proj.weight,141408,251808,393216,0.359619140625
dense-lr3e-4-seed0,dense,0,0.5,blocks.4.mlp.up_proj.weight,141784,251432,393216,0.3605753580729167
dense-lr3e-4-seed0,dense,0,0.5,blocks.5.attn.k_proj.weight,51037,96419,147456,0.3461168077256944
dense-lr3e-4-seed0,dense,0,0.5,blocks.5.attn.o_proj.weight,120851,26605,147456,0.8195732964409722
dense-lr3e-4-seed0,dense,0,0.5,blocks.5.attn.q_proj.weight,49081,98375,147456,0.3328518337673611
dense-lr3e-4-seed0,dense,0,0.5,blocks.5.attn.v_proj.weight,55592,91864,147456,0.3770073784722222
dense-lr3e-4-seed0,dense,0,0.5,blocks.5.mlp.down_proj.weight,288295,104921,393216,0.7331720987955729
dense-lr3e-4-seed0,dense,0,0.5,blocks.5.mlp.gate_proj.weight,138308,254908,393216,0.3517354329427083
dense-lr3e-4-seed0,dense,0,0.5,blocks.5.mlp.up_proj.weight,139242,253974,393216,0.3541107177734375
dense-lr3e-4-seed0,dense,0,0.7,blocks.0.attn.k_proj.weight,83772,63684,147456,0.568115234375
dense-lr3e-4-seed0,dense,0,0.7,blocks.0.attn.o_proj.weight,147167,289,147456,0.9980400933159722
dense-lr3e-4-seed0,dense,0,0.7,blocks.0.attn.q_proj.weight,82675,64781,147456,0.5606757269965278
dense-lr3e-4-seed0,dense,0,0.7,blocks.0.attn.v_proj.weight,91382,56074,147456,0.6197238498263888
dense-lr3e-4-seed0,dense,0,0.7,blocks.0.mlp.down_proj.weight,382795,10421,393216,0.9734980265299479
dense-lr3e-4-seed0,dense,0,0.7,blocks.0.mlp.gate_proj.weight,231390,161826,393216,0.5884552001953125
dense-lr3e-4-seed0,dense,0,0.7,blocks.0.mlp.up_proj.weight,231581,161635,393216,0.5889409383138021
dense-lr3e-4-seed0,dense,0,0.7,blocks.1.attn.k_proj.weight,83455,64001,147456,0.5659654405381944
dense-lr3e-4-seed0,dense,0,0.7,blocks.1.attn.o_proj.weight,147057,399,147456,0.9972941080729166
dense-lr3e-4-seed0,dense,0,0.7,blocks.1.attn.q_proj.weight,83003,64453,147456,0.5629001193576388
dense-lr3e-4-seed0,dense,0,0.7,blocks.1.attn.v_proj.weight,91781,55675,147456,0.6224297417534722
dense-lr3e-4-seed0,dense,0,0.7,blocks.1.mlp.down_proj.weight,383432,9784,393216,0.9751180013020834
dense-lr3e-4-seed0,dense,0,0.7,blocks.1.mlp.gate_proj.weight,231770,161446,393216,0.5894215901692709
dense-lr3e-4-seed0,dense,0,0.7,blocks.1.mlp.up_proj.weight,232138,161078,393216,0.5903574625651041
dense-lr3e-4-seed0,dense,0,0.7,blocks.2.attn.k_proj.weight,83177,64279,147456,0.5640801323784722
dense-lr3e-4-seed0,dense,0,0.7,blocks.2.attn.o_proj.weight,146207,1249,147456,0.9915296766493056
dense-lr3e-4-seed0,dense,0,0.7,blocks.2.attn.q_proj.weight,82208,65248,147456,0.5575086805555556
